totalGamesPlayed;gamesWonInSeries;movesInSeries;cellsToUnCoverInSeries;timestamp;
516000;879;18284;6491;2022-04-13T01:21:08.982;
517000;884;18220;5803;2022-04-13T01:24:07.206;
518000;895;19043;5431;2022-04-13T01:27:12.763;
519000;886;18805;6567;2022-04-13T01:30:16.209;
520000;877;18585;6293;2022-04-13T01:33:17.898;
521000;878;18581;6030;2022-04-13T01:36:19.173;
522000;871;17895;6836;2022-04-13T01:39:14.353;
523000;863;18074;7014;2022-04-13T01:42:10.127;
524000;883;18553;6194;2022-04-13T01:45:11.349;
525000;859;18070;7261;2022-04-13T01:48:08.362;
526000;871;17817;6772;2022-04-13T01:51:02.691;
527000;873;18260;6324;2022-04-13T01:54:00.745;
528000;885;18087;6010;2022-04-13T01:56:57.301;
529000;877;18019;6459;2022-04-13T01:59:53.351;
530000;891;18952;5144;2022-04-13T02:02:58.331;
531000;892;18573;5310;2022-04-13T02:05:59.805;
532000;873;17851;6187;2022-04-13T02:08:54.556;
533000;862;18138;7072;2022-04-13T02:11:51.425;
534000;887;18621;5441;2022-04-13T02:14:52.643;
535000;868;18293;7201;2022-04-13T02:17:52.422;
536000;861;17910;7795;2022-04-13T02:20:47.033;
537000;865;18493;6780;2022-04-13T02:23:48.088;
538000;884;18230;6316;2022-04-13T02:26:47.087;
539000;871;17935;6623;2022-04-13T02:29:41.858;
540000;882;18120;5979;2022-04-13T02:32:39.242;
541000;894;18937;5020;2022-04-13T02:35:44.461;
542000;863;18283;7044;2022-04-13T02:38:43.281;
543000;889;18500;5731;2022-04-13T02:41:45.069;
544000;877;17644;6418;2022-04-13T02:44:37.729;
545000;878;18301;6646;2022-04-13T02:47:37.047;
546000;896;18666;5451;2022-04-13T02:50:38.835;
547000;888;18237;5526;2022-04-13T02:53:37.238;
548000;889;18149;6174;2022-04-13T02:56:34.655;
549000;884;18685;6412;2022-04-13T02:59:37.167;
550000;869;18280;6857;2022-04-13T03:02:36.481;
551000;871;18174;6598;2022-04-13T03:05:32.936;
552000;860;17509;7526;2022-04-13T03:08:25.121;
553000;871;18184;6942;2022-04-13T03:11:22.329;
554000;882;18280;6090;2022-04-13T03:14:20.649;
555000;896;18557;5789;2022-04-13T03:17:21.300;
556000;891;18433;5215;2022-04-13T03:20:21.238;
557000;877;18336;6246;2022-04-13T03:23:20.535;
558000;882;18467;6430;2022-04-13T03:26:27.494;
559000;876;18378;6897;2022-04-13T03:29:27.360;
560000;889;18126;6179;2022-04-13T03:32:24.220;
561000;875;17943;6906;2022-04-13T03:35:19.733;
562000;890;19155;5421;2022-04-13T03:38:26.072;
563000;886;18445;5938;2022-04-13T03:41:27.304;
564000;867;18290;7160;2022-04-13T03:44:25.948;
565000;874;18447;6586;2022-04-13T03:47:26.630;
566000;882;18457;6109;2022-04-13T03:50:26.464;
567000;878;18439;6156;2022-04-13T03:53:27.222;
568000;882;18015;6291;2022-04-13T03:56:23.441;
569000;878;18281;6213;2022-04-13T03:59:22.189;
570000;880;18274;6359;2022-04-13T04:02:20.476;
571000;889;18364;5946;2022-04-13T04:05:19.956;
572000;875;18212;6257;2022-04-13T04:08:18.712;
573000;877;18605;5957;2022-04-13T04:11:20.684;
574000;853;18418;8345;2022-04-13T04:14:21.324;
575000;874;18884;5989;2022-04-13T04:17:26.328;
576000;890;18640;5548;2022-04-13T04:20:27.799;
577000;889;18376;6186;2022-04-13T04:23:27.542;
578000;880;18475;5783;2022-04-13T04:26:28.271;
579000;877;18103;6329;2022-04-13T04:29:25.302;
580000;867;18884;6337;2022-04-13T04:32:29.762;
581000;872;18070;6247;2022-04-13T04:35:25.812;
582000;876;18851;5741;2022-04-13T04:38:30.260;
583000;895;18861;4896;2022-04-13T04:41:34.945;
584000;876;18552;6294;2022-04-13T04:44:35.363;
585000;868;18126;6905;2022-04-13T04:47:32.464;
586000;872;18152;7312;2022-04-13T04:50:29.946;
587000;891;18498;5675;2022-04-13T04:53:29.873;
588000;875;18204;6683;2022-04-13T04:56:28.342;
589000;884;18046;6277;2022-04-13T04:59:24.480;
590000;887;18029;5931;2022-04-13T05:02:21.240;
591000;871;18266;6572;2022-04-13T05:05:18.488;
592000;864;18336;6780;2022-04-13T05:08:17.691;
593000;876;18004;6036;2022-04-13T05:11:12.885;
594000;861;17814;7432;2022-04-13T05:14:07.024;
595000;867;17868;7056;2022-04-13T05:17:01.896;
596000;878;18576;6571;2022-04-13T05:20:02.985;
597000;892;18586;5297;2022-04-13T05:23:04.307;
598000;853;17708;7671;2022-04-13T05:25:57.759;
599000;879;18278;6563;2022-04-13T05:28:56.211;
600000;869;18616;6834;2022-04-13T05:31:57.826;
601000;895;18593;5628;2022-04-13T05:34:59.613;
602000;880;18291;6250;2022-04-13T05:37:57.845;
603000;872;18014;6578;2022-04-13T05:40:53.281;
604000;889;18819;6099;2022-04-13T05:43:57.532;
605000;876;18887;6518;2022-04-13T05:47:01.493;
606000;885;18316;5602;2022-04-13T05:50:00.230;
607000;889;18561;5759;2022-04-13T05:53:01.744;
608000;868;18332;6878;2022-04-13T05:56:00.371;
609000;878;18501;5872;2022-04-13T05:59:01.376;
610000;868;18685;6560;2022-04-13T06:02:03.960;
611000;870;18636;7115;2022-04-13T06:05:06.477;
612000;867;18134;6910;2022-04-13T06:08:04.334;
613000;880;18489;6561;2022-04-13T06:11:05.400;
614000;894;18590;5616;2022-04-13T06:14:06.758;
615000;864;18404;7057;2022-04-13T06:17:05.913;
616000;876;18180;6550;2022-04-13T06:20:05.245;
617000;883;18379;6056;2022-04-13T06:23:04.588;
618000;886;18234;6043;2022-04-13T06:26:02.851;
619000;881;18451;6276;2022-04-13T06:29:03.697;
620000;872;18477;6803;2022-04-13T06:32:04.366;
621000;893;18625;5591;2022-04-13T06:35:06.475;
622000;872;18309;5786;2022-04-13T06:38:05.134;
623000;874;18549;6432;2022-04-13T06:41:05.881;
624000;865;18260;7371;2022-04-13T06:44:04.819;
625000;874;18026;6840;2022-04-13T06:47:00.697;
626000;862;18057;6910;2022-04-13T06:49:57.610;
627000;868;18324;7056;2022-04-13T06:52:56.571;
628000;855;17796;6989;2022-04-13T06:55:50.840;
629000;888;18194;5939;2022-04-13T06:58:49.046;
630000;874;18377;6032;2022-04-13T07:01:49.121;
631000;878;18414;6195;2022-04-13T07:04:48.826;
632000;877;18359;6295;2022-04-13T07:07:48.332;
633000;860;18205;7634;2022-04-13T07:10:45.794;
634000;860;18350;7185;2022-04-13T07:13:45.755;
635000;888;18388;6051;2022-04-13T07:16:44.824;
636000;884;18232;5441;2022-04-13T07:19:42.926;
637000;887;18551;5844;2022-04-13T07:22:44.258;
638000;887;18516;6040;2022-04-13T07:25:45.347;
639000;897;19050;5261;2022-04-13T07:28:50.780;
640000;881;18659;6100;2022-04-13T07:31:53.415;
641000;886;18600;5483;2022-04-13T07:34:55.153;
642000;885;18309;5677;2022-04-13T07:37:55.210;
643000;871;18012;6787;2022-04-13T07:40:50.961;
644000;869;18379;6102;2022-04-13T07:43:51.257;
645000;861;18026;7204;2022-04-13T07:46:46.944;
646000;851;18112;7518;2022-04-13T07:49:44.635;
647000;861;18381;7234;2022-04-13T07:52:44.275;
648000;877;18246;6518;2022-04-13T07:55:43.316;
649000;885;18549;5553;2022-04-13T07:58:44.896;
650000;856;17652;7301;2022-04-13T08:01:37.819;
651000;880;18503;6664;2022-04-13T08:04:38.117;
652000;882;18099;6187;2022-04-13T08:07:35.257;
653000;872;18006;6833;2022-04-13T08:10:31.389;
654000;879;18250;6198;2022-04-13T08:13:29.270;
655000;871;17913;6828;2022-04-13T08:16:23.924;
656000;860;17936;7201;2022-04-13T08:19:18.843;
657000;875;18045;6298;2022-04-13T08:22:14.182;
658000;877;18607;6309;2022-04-13T08:25:16.047;
659000;868;18038;6888;2022-04-13T08:28:12.894;
660000;897;18729;5099;2022-04-13T08:31:15.695;
661000;892;18042;5851;2022-04-13T08:34:12.618;
662000;872;18183;6393;2022-04-13T08:37:10.172;
663000;868;18397;6972;2022-04-13T08:40:09.428;
664000;890;18756;5976;2022-04-13T08:43:12.347;
665000;871;17929;6992;2022-04-13T08:46:07.208;
666000;859;18502;6598;2022-04-13T08:49:08.243;
667000;879;18353;5737;2022-04-13T08:52:07.379;
668000;875;18133;6112;2022-04-13T08:55:05.272;
669000;885;18112;5806;2022-04-13T08:58:01.893;
670000;877;18391;5787;2022-04-13T09:01:02.715;
671000;898;18245;4727;2022-04-13T09:04:00.496;
672000;887;18723;4993;2022-04-13T09:07:03.935;
673000;863;17873;6005;2022-04-13T09:09:58.923;
674000;864;17980;6941;2022-04-13T09:12:54.809;
675000;873;18314;6448;2022-04-13T09:15:53.492;
676000;868;17857;6380;2022-04-13T09:18:48.978;
677000;878;18466;5607;2022-04-13T09:21:49.687;
678000;881;18193;5443;2022-04-13T09:24:47.050;
679000;886;18510;4983;2022-04-13T09:27:48.315;
680000;887;18608;5456;2022-04-13T09:30:51.239;
681000;862;17846;6488;2022-04-13T09:33:45.448;
682000;867;18049;6862;2022-04-13T09:36:42.328;
683000;876;18420;6577;2022-04-13T09:39:42.525;
684000;864;17954;6603;2022-04-13T09:42:38.067;
685000;881;18423;6581;2022-04-13T09:45:37.943;
686000;869;18125;6640;2022-04-13T09:48:35.663;
687000;899;18568;5134;2022-04-13T09:51:37.045;
688000;893;18468;5370;2022-04-13T09:54:36.587;
689000;856;18404;7082;2022-04-13T09:57:37.519;
690000;876;18717;6524;2022-04-13T10:00:39.914;
691000;866;18205;7017;2022-04-13T10:03:38.327;
692000;883;18397;5889;2022-04-13T10:06:38.799;
693000;877;17845;6646;2022-04-13T10:09:33.517;
694000;872;18359;6721;2022-04-13T10:12:32.792;
695000;888;18226;5720;2022-04-13T10:15:31.204;
696000;864;17915;6807;2022-04-13T10:18:27.132;
697000;854;18005;7640;2022-04-13T10:21:23.164;
698000;878;17982;6447;2022-04-13T10:24:19.244;
699000;879;17994;5972;2022-04-13T10:27:14.805;
700000;873;18555;6384;2022-04-13T10:30:16.531;
701000;884;18618;6261;2022-04-13T10:33:18.561;
702000;888;18032;6225;2022-04-13T10:36:15.248;
703000;886;18219;5758;2022-04-13T10:39:12.789;
704000;884;18404;6162;2022-04-13T10:42:13.083;
705000;892;18639;5305;2022-04-13T10:45:15.340;
706000;862;18554;7120;2022-04-13T10:48:17.616;
707000;869;18276;6678;2022-04-13T10:51:16.035;
708000;874;18260;6603;2022-04-13T10:54:14.685;
709000;879;18607;5856;2022-04-13T10:57:17.349;
710000;904;19133;5058;2022-04-13T11:00:25.596;
711000;854;18172;7982;2022-04-13T11:03:22.784;
712000;877;18816;6692;2022-04-13T11:06:27.194;
713000;863;18099;7426;2022-04-13T11:09:25.154;
714000;897;18334;5079;2022-04-13T11:12:24.697;
715000;869;18525;6632;2022-04-13T11:15:25.339;
716000;880;18173;6039;2022-04-13T11:18:22.844;
717000;887;18537;6023;2022-04-13T11:21:23.921;
718000;894;18802;4751;2022-04-13T11:24:27.250;
719000;894;18524;5157;2022-04-13T11:27:27.178;
720000;887;18093;5969;2022-04-13T11:30:24.441;
721000;889;18485;5718;2022-04-13T11:33:25.462;
722000;876;18332;6036;2022-04-13T11:36:25.141;
723000;880;18020;6952;2022-04-13T11:39:20.546;
724000;875;18499;6691;2022-04-13T11:42:21.555;
725000;897;18622;5097;2022-04-13T11:45:22.968;
726000;872;18301;6312;2022-04-13T11:48:22.329;
727000;882;18300;5893;2022-04-13T11:51:21.016;
728000;869;18069;6562;2022-04-13T11:54:18.265;
729000;881;18645;6338;2022-04-13T11:57:20.182;
730000;884;18608;5889;2022-04-13T12:00:22.298;
731000;874;18277;6439;2022-04-13T12:03:21.406;
732000;875;18626;6184;2022-04-13T12:06:24.074;
733000;871;18277;6934;2022-04-13T12:09:23.484;
734000;881;18655;5693;2022-04-13T12:12:25.826;
735000;882;18499;6187;2022-04-13T12:15:30.534;
736000;867;18058;6947;2022-04-13T12:18:26.733;
737000;875;18314;6829;2022-04-13T12:21:26.058;
738000;886;18504;6228;2022-04-13T12:24:25.982;
739000;860;18023;6924;2022-04-13T12:27:22.295;
740000;870;18141;6623;2022-04-13T12:30:20.129;
741000;870;18580;6732;2022-04-13T12:33:20.616;
742000;880;18762;6276;2022-04-13T12:36:24.509;
743000;874;17963;5944;2022-04-13T12:39:19.664;
744000;862;17904;7921;2022-04-13T12:42:14.165;
745000;867;18220;7055;2022-04-13T12:45:12.023;
746000;853;17914;7317;2022-04-13T12:48:07.526;
747000;887;18649;5653;2022-04-13T12:51:11.379;
748000;864;18113;6990;2022-04-13T12:54:07.969;
749000;898;18974;5616;2022-04-13T12:57:13.172;
750000;889;19002;6171;2022-04-13T13:00:22.784;
