totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
961000;895;18651;0;1983;2022-02-26T19:53:06.499;
962000;885;18861;0;2198;2022-02-26T19:55:17.919;
963000;901;18867;0;1781;2022-02-26T19:57:30.542;
964000;874;18581;0;1802;2022-02-26T19:59:42.258;
965000;901;18663;0;1441;2022-02-26T20:01:52.178;
966000;889;19044;0;1673;2022-02-26T20:04:04.864;
967000;886;18688;0;1917;2022-02-26T20:06:18.955;
968000;882;18749;0;1682;2022-02-26T20:08:29.766;
969000;879;19001;0;1994;2022-02-26T20:10:43.185;
970000;875;18582;0;1781;2022-02-26T20:12:55.637;
971000;895;18868;0;1630;2022-02-26T20:15:10.135;
972000;879;18825;0;1801;2022-02-26T20:17:21.789;
973000;902;19047;0;1457;2022-02-26T20:19:35.037;
974000;878;18270;0;2269;2022-02-26T20:21:46.456;
975000;891;18748;0;1674;2022-02-26T20:23:57.289;
976000;887;18793;0;1664;2022-02-26T20:26:08.250;
977000;900;18621;0;1576;2022-02-26T20:28:20.748;
978000;882;18845;0;2082;2022-02-26T20:30:31.730;
979000;897;18807;0;1446;2022-02-26T20:32:43.447;
980000;888;18982;0;1639;2022-02-26T20:34:59.039;
981000;887;18853;0;1712;2022-02-26T20:37:12.209;
982000;895;19163;0;1664;2022-02-26T20:39:26.551;
983000;907;18709;0;1537;2022-02-26T20:41:37.861;
984000;892;18621;0;1665;2022-02-26T20:43:51.625;
985000;879;18793;0;2363;2022-02-26T20:46:02.672;
986000;879;18927;0;2000;2022-02-26T20:48:13.974;
987000;887;18747;0;1948;2022-02-26T20:50:28.650;
988000;898;18994;0;1599;2022-02-26T20:52:42.265;
989000;884;18884;0;1976;2022-02-26T20:54:54.629;
990000;881;18810;0;1819;2022-02-26T20:57:05.806;
991000;874;18523;0;2057;2022-02-26T20:59:17.639;
992000;880;18829;0;2117;2022-02-26T21:01:29.347;
993000;905;19046;0;1198;2022-02-26T21:03:41.899;
994000;888;18773;0;1853;2022-02-26T21:05:52.435;
995000;895;18541;0;1482;2022-02-26T21:08:05.534;
996000;886;18810;0;1715;2022-02-26T21:10:16.601;
997000;890;18754;0;1992;2022-02-26T21:12:26.747;
998000;885;18754;0;1820;2022-02-26T21:14:39.737;
999000;881;18706;0;1637;2022-02-26T21:16:49.351;
1000000;875;18480;0;2215;2022-02-26T21:18:57.481;
1001000;888;18511;0;1695;2022-02-26T21:21:10.330;
1002000;876;18544;0;1930;2022-02-26T21:23:17.133;
1003000;891;18628;0;1523;2022-02-26T21:25:28.950;
1004000;881;18823;0;1990;2022-02-26T21:27:42.565;
1005000;880;18603;0;2011;2022-02-26T21:29:52.242;
1006000;880;18632;0;2281;2022-02-26T21:32:01.716;
1007000;875;18688;0;2275;2022-02-26T21:34:15.752;
1008000;886;18847;0;2070;2022-02-26T21:36:26.117;
1009000;876;18547;0;2176;2022-02-26T21:38:34.981;
1010000;893;18727;0;1877;2022-02-26T21:40:48.971;
1011000;885;18732;0;1707;2022-02-26T21:43:00.257;
1012000;877;18701;0;2034;2022-02-26T21:45:10.700;
1013000;885;18735;0;2340;2022-02-26T21:47:23.314;
1014000;872;18568;0;2161;2022-02-26T21:49:34.976;
1015000;889;19014;0;1735;2022-02-26T21:51:47.575;
1016000;880;18485;0;2207;2022-02-26T21:53:56.143;
1017000;890;19092;0;1462;2022-02-26T21:56:11.554;
1018000;884;18845;0;1461;2022-02-26T21:58:24.293;
1019000;878;18832;0;1882;2022-02-26T22:00:35.221;
1020000;864;18309;0;2148;2022-02-26T22:02:44.382;
1021000;883;18704;0;2226;2022-02-26T22:04:57.544;
1022000;888;18906;0;1795;2022-02-26T22:07:09.502;
1023000;881;18555;0;1889;2022-02-26T22:09:18.914;
1024000;878;18856;0;1949;2022-02-26T22:11:32.466;
1025000;890;18634;0;1985;2022-02-26T22:13:43.377;
1026000;891;18568;0;1880;2022-02-26T22:15:53.289;
1027000;903;18812;0;1741;2022-02-26T22:18:04.435;
1028000;894;19354;0;1462;2022-02-26T22:20:20.830;
1029000;871;18373;0;2318;2022-02-26T22:22:30.961;
1030000;899;18957;0;1789;2022-02-26T22:24:43.310;
1031000;892;18607;0;1829;2022-02-26T22:26:53.159;
1032000;902;18707;0;1781;2022-02-26T22:29:07.133;
1033000;890;19009;0;1826;2022-02-26T22:31:19.513;
1034000;878;18604;0;1915;2022-02-26T22:33:29.019;
1035000;862;18578;0;2212;2022-02-26T22:35:40.430;
1036000;895;18616;0;1597;2022-02-26T22:37:51.998;
1037000;901;18750;0;1701;2022-02-26T22:40:02.238;
1038000;906;19272;0;1196;2022-02-26T22:42:17.634;
1039000;891;18944;0;1857;2022-02-26T22:44:30.436;
1040000;884;18937;0;1931;2022-02-26T22:46:45.175;
1041000;881;18595;0;1966;2022-02-26T22:48:55.650;
1042000;889;18820;0;1778;2022-02-26T22:51:06.968;
1043000;885;18908;0;1821;2022-02-26T22:53:22.764;
1044000;870;18773;0;1805;2022-02-26T22:55:37.159;
1045000;882;18588;0;1837;2022-02-26T22:57:47.087;
1046000;896;18713;0;1735;2022-02-26T22:59:58.592;
1047000;888;18675;0;1979;2022-02-26T23:02:10.582;
1048000;893;18675;0;1759;2022-02-26T23:04:24.681;
1049000;888;18847;0;1792;2022-02-26T23:06:37.374;
1050000;896;19068;0;1638;2022-02-26T23:08:50.967;
1051000;884;18536;0;1775;2022-02-26T23:11:00.035;
1052000;899;18642;0;1323;2022-02-26T23:13:11.494;
1053000;903;19158;0;1325;2022-02-26T23:15:26.906;
1054000;896;19234;0;1681;2022-02-26T23:17:41.115;
1055000;909;19341;0;1481;2022-02-26T23:19:57.902;
1056000;885;19131;0;2099;2022-02-26T23:22:11.846;
1057000;881;18598;0;2291;2022-02-26T23:24:22.447;
1058000;900;19018;0;1562;2022-02-26T23:26:37.845;
1059000;890;18694;0;1530;2022-02-26T23:28:49.368;
1060000;902;18865;0;1701;2022-02-26T23:31:00.376;
1061000;876;18822;0;2002;2022-02-26T23:33:12.040;
1062000;878;18964;0;2042;2022-02-26T23:35:27.782;
1063000;894;18858;0;1720;2022-02-26T23:37:40.384;
1064000;895;18782;0;1817;2022-02-26T23:39:51.737;
1065000;887;18804;0;2041;2022-02-26T23:42:02.746;
1066000;891;18819;0;1811;2022-02-26T23:44:17.520;
1067000;894;18884;0;1890;2022-02-26T23:46:30.982;
1068000;893;18622;0;1786;2022-02-26T23:48:40.555;
1069000;890;18796;0;1676;2022-02-26T23:50:51.533;
1070000;880;18668;0;1943;2022-02-26T23:53:06.058;
1071000;896;18836;0;1916;2022-02-26T23:55:18.943;
1072000;889;18584;0;2010;2022-02-26T23:57:28.828;
1073000;901;18988;0;1631;2022-02-26T23:59:42.136;
1074000;890;18877;0;2063;2022-02-27T00:01:56.005;
1075000;864;18994;0;1877;2022-02-27T00:04:11.265;
1076000;889;18749;0;2164;2022-02-27T00:06:22.480;
1077000;887;18967;0;1653;2022-02-27T00:08:35.006;
1078000;896;18889;0;1599;2022-02-27T00:10:46.221;
1079000;881;18790;0;1886;2022-02-27T00:13:00.450;
1080000;905;18820;0;1582;2022-02-27T00:15:13.228;
1081000;898;19083;0;1597;2022-02-27T00:17:26.333;
1082000;880;18622;0;2116;2022-02-27T00:19:36.829;
1083000;872;18809;0;2108;2022-02-27T00:21:49.794;
1084000;885;18532;0;2262;2022-02-27T00:23:59.104;
1085000;870;18481;0;2364;2022-02-27T00:26:07.726;
1086000;900;19272;0;1673;2022-02-27T00:28:23.613;
1087000;900;18939;0;2043;2022-02-27T00:30:39;
1088000;883;18671;0;2133;2022-02-27T00:32:50.435;
1089000;874;18690;0;2006;2022-02-27T00:35:01.557;
1090000;894;18565;0;1428;2022-02-27T00:37:11.711;
1091000;890;18998;0;1868;2022-02-27T00:39:26.302;
1092000;891;18764;0;1647;2022-02-27T00:41:36.331;
1093000;890;18913;0;1785;2022-02-27T00:43:49.141;
1094000;888;18898;0;1493;2022-02-27T00:46:01.436;
1095000;888;18792;0;1903;2022-02-27T00:48:15.590;
1096000;876;18706;0;2142;2022-02-27T00:50:25.885;
1097000;894;18833;0;1898;2022-02-27T00:52:36.305;
1098000;886;19044;0;1853;2022-02-27T00:54:50.288;
1099000;893;19108;0;1875;2022-02-27T00:57:06.067;
1100000;886;19029;0;1916;2022-02-27T00:59:19.988;
1101000;889;18911;0;1866;2022-02-27T01:01:33.049;
1102000;895;18737;0;1883;2022-02-27T01:03:46.783;
1103000;881;18186;0;2347;2022-02-27T01:05:56.705;
1104000;898;18624;0;1566;2022-02-27T01:08:07.704;
1105000;902;19053;0;1551;2022-02-27T01:10:21.265;
1106000;885;18854;0;2305;2022-02-27T01:12:33.015;
1107000;889;18863;0;1818;2022-02-27T01:14:47.729;
1108000;888;18769;0;1916;2022-02-27T01:17:01.619;
1109000;890;18921;0;1858;2022-02-27T01:19:14.415;
1110000;886;18798;0;1837;2022-02-27T01:21:24.790;
1111000;888;18486;0;2068;2022-02-27T01:23:35.368;
1112000;893;18825;0;1935;2022-02-27T01:25:46.430;
1113000;891;18835;0;1915;2022-02-27T01:27:57.727;
1114000;899;18908;0;1595;2022-02-27T01:30:11.196;
1115000;893;18571;0;1705;2022-02-27T01:32:20.712;
1116000;899;19316;0;1518;2022-02-27T01:34:35.790;
1117000;883;18493;0;1947;2022-02-27T01:36:45.447;
1118000;884;18547;0;1938;2022-02-27T01:38:55.947;
1119000;899;18865;0;1583;2022-02-27T01:41:07.823;
1120000;885;18899;0;2131;2022-02-27T01:43:18.246;
1121000;908;19011;0;1356;2022-02-27T01:45:33.418;
1122000;897;18812;0;1505;2022-02-27T01:47:45.413;
1123000;903;18699;0;1445;2022-02-27T01:49:55.484;
1124000;884;18495;0;2119;2022-02-27T01:52:07.375;
1125000;897;18953;0;2122;2022-02-27T01:54:18.783;
1126000;909;18879;0;1450;2022-02-27T01:56:29.800;
1127000;883;18614;0;1423;2022-02-27T01:58:42.004;
1128000;875;18559;0;2144;2022-02-27T02:00:50.724;
1129000;881;18802;0;1750;2022-02-27T02:03:02.116;
1130000;893;18702;0;2034;2022-02-27T02:05:14.836;
1131000;900;19076;0;1903;2022-02-27T02:07:31.171;
1132000;894;18678;0;1802;2022-02-27T02:09:40.704;
1133000;888;18798;0;1639;2022-02-27T02:11:52.253;
1134000;889;18605;0;1826;2022-02-27T02:14:05.848;
1135000;884;18745;0;1741;2022-02-27T02:16:16.881;
1136000;872;18386;0;2341;2022-02-27T02:18:23.758;
1137000;898;18898;0;1406;2022-02-27T02:20:38.385;
1138000;900;19070;0;2200;2022-02-27T02:22:53.011;
1139000;897;18652;0;2057;2022-02-27T02:25:01.826;
1140000;896;18444;0;1904;2022-02-27T02:27:11.328;
1141000;879;18700;0;2107;2022-02-27T02:29:22.534;
1142000;891;19200;0;1762;2022-02-27T02:31:38.535;
1143000;884;19070;0;1803;2022-02-27T02:33:51.944;
1144000;879;18971;0;1654;2022-02-27T02:36:05.039;
1145000;892;18624;0;1968;2022-02-27T02:38:16.339;
1146000;892;18913;0;2298;2022-02-27T02:40:31.075;
1147000;889;19008;0;2028;2022-02-27T02:42:44.874;
1148000;899;18757;0;1692;2022-02-27T02:44:55.220;
1149000;887;18969;0;2001;2022-02-27T02:47:07.879;
1150000;864;18446;0;1853;2022-02-27T02:49:19.944;
1151000;885;18516;0;2192;2022-02-27T02:51:28.775;
1152000;883;18736;0;1850;2022-02-27T02:53:39.231;
1153000;875;18955;0;2222;2022-02-27T02:55:52.937;
1154000;895;18833;0;1640;2022-02-27T02:58:05.377;
1155000;905;19032;0;1530;2022-02-27T03:00:17.051;
1156000;889;18677;0;2071;2022-02-27T03:02:26.711;
1157000;885;18844;0;1888;2022-02-27T03:04:41.307;
1158000;876;18360;0;1913;2022-02-27T03:06:54.310;
1159000;881;18650;0;2305;2022-02-27T03:09:04.297;
1160000;890;18599;0;1769;2022-02-27T03:11:17.722;
1161000;902;18757;0;1436;2022-02-27T03:13:28.881;
1162000;900;18936;0;1522;2022-02-27T03:15:40.338;
1163000;866;18687;0;2191;2022-02-27T03:17:52.044;
1164000;877;18740;0;2119;2022-02-27T03:20:06.360;
1165000;888;19130;0;1637;2022-02-27T03:22:21.191;
1166000;882;18805;0;1711;2022-02-27T03:24:32.929;
1167000;892;18774;0;2015;2022-02-27T03:26:42.760;
1168000;893;18842;0;1608;2022-02-27T03:28:56.451;
1169000;885;18583;0;1734;2022-02-27T03:31:07.033;
1170000;888;18555;0;1879;2022-02-27T03:33:15.896;
1171000;879;18619;0;1573;2022-02-27T03:35:28.462;
1172000;900;18935;0;1666;2022-02-27T03:37:42.465;
1173000;896;18820;0;1980;2022-02-27T03:39:53.906;
1174000;881;18682;0;1881;2022-02-27T03:42:02.801;
1175000;878;18477;0;2049;2022-02-27T03:44:14.430;
1176000;876;19166;0;2045;2022-02-27T03:46:28.964;
1177000;879;18823;0;2085;2022-02-27T03:48:40.265;
1178000;890;18784;0;1769;2022-02-27T03:50:52.581;
1179000;887;19004;0;1789;2022-02-27T03:53:07.147;
1180000;888;18384;0;1615;2022-02-27T03:55:17.557;
1181000;906;18714;0;1716;2022-02-27T03:57:29.483;
1182000;882;18949;0;1949;2022-02-27T03:59:41.565;
1183000;881;18863;0;2140;2022-02-27T04:01:55.428;
1184000;887;18854;0;1912;2022-02-27T04:04:09.010;
1185000;898;18692;0;1724;2022-02-27T04:06:18.936;
1186000;905;18894;0;1474;2022-02-27T04:08:30.331;
1187000;885;18599;0;2084;2022-02-27T04:10:42.975;
1188000;890;18620;0;1895;2022-02-27T04:12:55.386;
1189000;886;18428;0;2257;2022-02-27T04:15:03.406;
1190000;885;19070;0;2011;2022-02-27T04:17:16.785;
1191000;889;18813;0;2003;2022-02-27T04:19:30.976;
1192000;892;18799;0;1654;2022-02-27T04:21:45.418;
1193000;888;18808;0;1669;2022-02-27T04:23:55.953;
1194000;913;19082;0;1324;2022-02-27T04:26:09.988;
1195000;874;18510;0;1998;2022-02-27T04:28:20.211;
1196000;870;18254;0;2315;2022-02-27T04:30:30.013;
1197000;885;18667;0;1923;2022-02-27T04:32:39.517;
1198000;908;18833;0;1530;2022-02-27T04:34:52.131;
1199000;886;19129;0;1872;2022-02-27T04:37:07.854;
1200000;882;19021;0;1890;2022-02-27T04:39:22.623;
1201000;882;18930;0;2056;2022-02-27T04:41:35.706;
1202000;875;18919;0;2130;2022-02-27T04:43:47.866;
1203000;900;19320;0;1643;2022-02-27T04:46:03.870;
1204000;903;18896;0;1224;2022-02-27T04:48:15.031;
1205000;883;18537;0;1853;2022-02-27T04:50:28.004;
1206000;888;18584;0;1754;2022-02-27T04:52:37.367;
1207000;885;18818;0;1910;2022-02-27T04:54:48.581;
1208000;892;19115;0;1411;2022-02-27T04:57:03.278;
1209000;885;19063;0;1692;2022-02-27T04:59:18.757;
1210000;898;18574;0;1942;2022-02-27T05:01:30.112;
1211000;883;19114;0;1662;2022-02-27T05:03:44.294;
1212000;907;19197;0;1465;2022-02-27T05:05:58.696;
1213000;878;18370;0;2197;2022-02-27T05:08:07.864;
1214000;887;18530;0;1984;2022-02-27T05:10:19.188;
1215000;891;18919;0;1841;2022-02-27T05:12:31.090;
1216000;904;18992;0;1563;2022-02-27T05:14:45.055;
1217000;879;18599;0;2276;2022-02-27T05:16:56.442;
1218000;879;18642;0;2206;2022-02-27T05:19:08.548;
1219000;889;18755;0;1799;2022-02-27T05:21:19.420;
1220000;894;18964;0;1787;2022-02-27T05:23:33.120;
1221000;875;18934;0;2459;2022-02-27T05:25:45.882;
1222000;909;19037;0;1639;2022-02-27T05:28:01.254;
1223000;886;18550;0;2199;2022-02-27T05:30:12.501;
1224000;873;18529;0;2234;2022-02-27T05:32:21.952;
1225000;908;18583;0;1296;2022-02-27T05:34:32.793;
1226000;889;18563;0;2167;2022-02-27T05:36:44.432;
1227000;894;19122;0;1874;2022-02-27T05:38:59.179;
1228000;880;18748;0;1690;2022-02-27T05:41:09.037;
1229000;855;18486;0;2470;2022-02-27T05:43:20.597;
1230000;895;18727;0;2042;2022-02-27T05:45:34.189;
1231000;893;18871;0;1921;2022-02-27T05:47:45.312;
1232000;899;18630;0;1659;2022-02-27T05:49:56.920;
1233000;893;18680;0;2219;2022-02-27T05:52:08.403;
1234000;883;18136;0;2237;2022-02-27T05:54:15.887;
1235000;893;18933;0;1312;2022-02-27T05:56:28.557;
1236000;901;18930;0;1515;2022-02-27T05:58:41.119;
1237000;901;19350;0;1573;2022-02-27T06:00:57.492;
1238000;893;19251;0;2161;2022-02-27T06:03:13.303;
1239000;898;18903;0;1603;2022-02-27T06:05:25.677;
1240000;878;18939;0;1935;2022-02-27T06:07:36.880;
1241000;867;18708;0;1849;2022-02-27T06:09:48.051;
1242000;890;18641;0;1793;2022-02-27T06:12:01.722;
1243000;887;19056;0;1471;2022-02-27T06:14:16.003;
1244000;887;18255;0;2235;2022-02-27T06:16:22.487;
1245000;881;18871;0;1933;2022-02-27T06:18:36.253;
1246000;885;18577;0;1917;2022-02-27T06:20:48.706;
1247000;885;18385;0;1668;2022-02-27T06:22:56.081;
1248000;885;18612;0;1771;2022-02-27T06:25:07.956;
1249000;878;19164;0;2183;2022-02-27T06:27:23.034;
1250000;892;18451;0;1692;2022-02-27T06:29:33.597;
1251000;896;18466;0;1541;2022-02-27T06:31:41.207;
1252000;872;18409;0;2311;2022-02-27T06:33:52.692;
1253000;897;18692;0;1585;2022-02-27T06:36:02.474;
1254000;909;19053;0;1488;2022-02-27T06:38:16.318;
1255000;877;18619;0;1783;2022-02-27T06:40:27.225;
1256000;883;18663;0;1874;2022-02-27T06:42:39.413;
1257000;897;18927;0;1632;2022-02-27T06:44:51.383;
1258000;889;18952;0;1655;2022-02-27T06:47:03.165;
1259000;897;19106;0;2012;2022-02-27T06:49:17.213;
1260000;903;19224;0;1339;2022-02-27T06:51:33.229;
1261000;898;19174;0;1577;2022-02-27T06:53:47.402;
1262000;903;18621;0;1887;2022-02-27T06:55:56.372;
1263000;878;19071;0;1674;2022-02-27T06:58:09.967;
1264000;903;18634;0;1432;2022-02-27T07:00:22.421;
1265000;871;18869;0;2437;2022-02-27T07:02:34.719;
1266000;881;18407;0;2159;2022-02-27T07:04:42.518;
1267000;890;18495;0;1643;2022-02-27T07:06:54.035;
1268000;880;18889;0;1979;2022-02-27T07:09:08.287;
1269000;892;19055;0;2010;2022-02-27T07:11:20.382;
1270000;887;18870;0;2138;2022-02-27T07:13:31.962;
1271000;884;18747;0;1768;2022-02-27T07:15:43.386;
1272000;907;19143;0;1563;2022-02-27T07:17:59.528;
1273000;898;18919;0;1797;2022-02-27T07:20:11.967;
1274000;886;18741;0;1655;2022-02-27T07:22:23.579;
1275000;900;18988;0;1501;2022-02-27T07:24:36.003;
1276000;909;18619;0;1689;2022-02-27T07:26:48.489;
1277000;905;18829;0;1444;2022-02-27T07:29:00.288;
1278000;876;18170;0;1858;2022-02-27T07:31:05.807;
1279000;882;18760;0;2268;2022-02-27T07:33:19.668;
1280000;875;18695;0;1650;2022-02-27T07:35:30.420;
1281000;896;19366;0;1854;2022-02-27T07:37:47.750;
1282000;888;18795;0;1668;2022-02-27T07:39:59.972;
1283000;890;18674;0;1661;2022-02-27T07:42:12.224;
1284000;891;18448;0;2310;2022-02-27T07:44:24.258;
1285000;888;18837;0;1766;2022-02-27T07:46:36.229;
1286000;881;18821;0;1972;2022-02-27T07:48:48.716;
1287000;866;18687;0;2353;2022-02-27T07:51:00.078;
1288000;907;19448;0;1670;2022-02-27T07:53:17.299;
1289000;894;18923;0;1930;2022-02-27T07:55:32.348;
1290000;891;18843;0;1712;2022-02-27T07:57:44.258;
1291000;882;18641;0;1983;2022-02-27T07:59:55.089;
1292000;880;18516;0;1997;2022-02-27T08:02:04.920;
1293000;899;18781;0;1693;2022-02-27T08:04:19.501;
1294000;865;18246;0;2566;2022-02-27T08:06:26.160;
1295000;886;18636;0;1753;2022-02-27T08:08:36.851;
1296000;884;19106;0;1844;2022-02-27T08:10:52.635;
1297000;883;18841;0;1725;2022-02-27T08:13:04.998;
1298000;903;18889;0;1542;2022-02-27T08:15:17.657;
1299000;892;18732;0;1706;2022-02-27T08:17:29.066;
1300000;895;18531;0;2090;2022-02-27T08:19:40.601;
1301000;881;18706;0;1782;2022-02-27T08:21:52.667;
1302000;891;18513;0;1712;2022-02-27T08:24:02.045;
1303000;875;18654;0;2095;2022-02-27T08:26:12.596;
1304000;886;18778;0;1771;2022-02-27T08:28:26.583;
1305000;912;18737;0;1509;2022-02-27T08:30:38.477;
1306000;884;18449;0;1756;2022-02-27T08:32:46.669;
1307000;876;19037;0;1943;2022-02-27T08:35:00.781;
1308000;881;18815;0;2148;2022-02-27T08:37:15.347;
1309000;904;18521;0;1727;2022-02-27T08:39:24.101;
1310000;881;18492;0;2042;2022-02-27T08:41:32.995;
1311000;900;19086;0;1698;2022-02-27T08:43:48.499;
1312000;882;18687;0;1616;2022-02-27T08:46:00.393;
1313000;904;18898;0;1580;2022-02-27T08:48:12.818;
1314000;880;18662;0;1937;2022-02-27T08:50:22.510;
1315000;885;18643;0;1808;2022-02-27T08:52:35.748;
1316000;896;18905;0;1583;2022-02-27T08:54:48.330;
1317000;865;18780;0;2137;2022-02-27T08:56:59.552;
1318000;886;18791;0;1778;2022-02-27T08:59:11.697;
1319000;883;18541;0;2141;2022-02-27T09:01:24.419;
1320000;893;18876;0;1760;2022-02-27T09:03:36.580;
1321000;873;18944;0;2300;2022-02-27T09:05:49.630;
1322000;897;19080;0;1961;2022-02-27T09:08:03.462;
1323000;894;18976;0;1533;2022-02-27T09:10:16.107;
1324000;889;18900;0;1617;2022-02-27T09:12:31.079;
1325000;899;18902;0;1458;2022-02-27T09:14:43.911;
1326000;883;18758;0;1965;2022-02-27T09:16:54.400;
1327000;888;18717;0;1508;2022-02-27T09:19:04.732;
1328000;909;19017;0;1794;2022-02-27T09:21:20.142;
1329000;896;19115;0;1563;2022-02-27T09:23:34.459;
1330000;889;18576;0;1894;2022-02-27T09:25:44.572;
1331000;878;18771;0;1847;2022-02-27T09:27:56.639;
1332000;906;18860;0;1405;2022-02-27T09:30:10.003;
1333000;896;18622;0;1753;2022-02-27T09:32:22.694;
1334000;882;18850;0;1773;2022-02-27T09:34:34.605;
1335000;882;18577;0;1875;2022-02-27T09:36:44.375;
1336000;892;18772;0;1955;2022-02-27T09:38:57.441;
1337000;877;18884;0;1904;2022-02-27T09:41:12.274;
1338000;897;18985;0;1766;2022-02-27T09:43:25.262;
1339000;890;19122;0;1552;2022-02-27T09:45:39.048;
1340000;885;18648;0;2203;2022-02-27T09:47:49.958;
1341000;884;18865;0;2122;2022-02-27T09:50:03.197;
1342000;884;18523;0;1914;2022-02-27T09:52:14.780;
1343000;889;18749;0;2016;2022-02-27T09:54:26.394;
1344000;882;18609;0;2095;2022-02-27T09:56:37.461;
1345000;885;19007;0;1794;2022-02-27T09:58:51.684;
1346000;894;18843;0;1606;2022-02-27T10:01:06.532;
1347000;869;19013;0;2067;2022-02-27T10:03:21.114;
1348000;893;18859;0;1837;2022-02-27T10:05:33.212;
1349000;890;19077;0;1702;2022-02-27T10:07:47.389;
1350000;900;18726;0;1659;2022-02-27T10:09:58.518;
1351000;889;18820;0;1939;2022-02-27T10:12:11.523;
1352000;880;18736;0;1777;2022-02-27T10:14:24.543;
1353000;895;18594;0;2088;2022-02-27T10:16:33.719;
1354000;884;18557;0;1818;2022-02-27T10:18:43.849;
1355000;886;18814;0;1847;2022-02-27T10:20:58.010;
1356000;910;18577;0;1726;2022-02-27T10:23:08.030;
1357000;892;18724;0;2271;2022-02-27T10:25:18.863;
1358000;888;18442;0;1584;2022-02-27T10:27:30.665;
1359000;898;18963;0;1460;2022-02-27T10:29:43.638;
1360000;886;18912;0;1872;2022-02-27T10:31:55.752;
1361000;892;18987;0;1798;2022-02-27T10:34:08.835;
1362000;879;18537;0;1973;2022-02-27T10:36:19.856;
1363000;902;19167;0;1835;2022-02-27T10:38:35.532;
1364000;902;19147;0;1686;2022-02-27T10:40:48.693;
1365000;883;18572;0;2192;2022-02-27T10:42:58.588;
1366000;889;18923;0;1991;2022-02-27T10:45:10.859;
1367000;906;18966;0;1829;2022-02-27T10:47:25.473;
1368000;873;18798;0;1949;2022-02-27T10:49:39.165;
1369000;898;19362;0;1917;2022-02-27T10:51:56.060;
1370000;897;19019;0;1545;2022-02-27T10:54:09.268;
1371000;904;18820;0;1294;2022-02-27T10:56:21.210;
1372000;890;18906;0;1882;2022-02-27T10:58:34.184;
1373000;866;18520;0;2404;2022-02-27T11:00:45.986;
1374000;891;18965;0;1772;2022-02-27T11:03:00.428;
1375000;905;19162;0;1295;2022-02-27T11:05:14.932;
1376000;892;18997;0;1803;2022-02-27T11:07:27.469;
1377000;899;18925;0;1492;2022-02-27T11:09:38.989;
1378000;867;18930;0;2005;2022-02-27T11:11:52.478;
1379000;893;19087;0;1415;2022-02-27T11:14:07.264;
1380000;892;18329;0;1924;2022-02-27T11:16:14.332;
1381000;885;18615;0;2040;2022-02-27T11:18:24.837;
1382000;891;18890;0;1719;2022-02-27T11:20:39.530;
1383000;885;18844;0;1933;2022-02-27T11:22:52.066;
1384000;889;18872;0;1938;2022-02-27T11:25:04.805;
1385000;907;19100;0;1774;2022-02-27T11:27:18.138;
1386000;877;18682;0;1975;2022-02-27T11:29:28.956;
1387000;905;18773;0;1472;2022-02-27T11:31:43.523;
1388000;895;19145;0;1499;2022-02-27T11:33:58.950;
1389000;901;18644;0;1570;2022-02-27T11:36:09.017;
1390000;896;18416;0;1673;2022-02-27T11:38:18.429;
1391000;890;18626;0;2042;2022-02-27T11:40:31.403;
1392000;891;18679;0;1915;2022-02-27T11:42:43.220;
1393000;894;19190;0;1566;2022-02-27T11:44:57.850;
1394000;887;19062;0;1591;2022-02-27T11:47:12.214;
1395000;895;19125;0;1903;2022-02-27T11:49:26.719;
1396000;888;18764;0;1823;2022-02-27T11:51:38.474;
1397000;902;19045;0;1629;2022-02-27T11:53:53.526;
1398000;891;18951;0;1827;2022-02-27T11:56:07.844;
1399000;878;18677;0;2260;2022-02-27T11:58:18.021;
1400000;878;18333;0;1920;2022-02-27T12:00:26.432;
1401000;901;19146;0;1738;2022-02-27T12:02:41.719;
1402000;900;18905;0;1289;2022-02-27T12:04:55.380;
1403000;886;18889;0;1979;2022-02-27T12:07:11.209;
1404000;892;19306;0;1864;2022-02-27T12:09:27.407;
1405000;891;18927;0;1983;2022-02-27T12:11:39.990;
1406000;881;18951;0;2134;2022-02-27T12:13:53.151;
1407000;883;18625;0;1937;2022-02-27T12:16:05.219;
1408000;892;18796;0;1682;2022-02-27T12:18:14.677;
1409000;881;18864;0;2335;2022-02-27T12:20:26.198;
1410000;885;18697;0;1756;2022-02-27T12:22:40.516;
1411000;899;19168;0;1849;2022-02-27T12:24:53.959;
1412000;888;18589;0;1810;2022-02-27T12:27:03.653;
1413000;909;18727;0;1613;2022-02-27T12:29:15.534;
1414000;887;18855;0;1919;2022-02-27T12:31:30.415;
1415000;894;18718;0;1638;2022-02-27T12:33:40.391;
1416000;876;18514;0;1958;2022-02-27T12:35:49.757;
1417000;873;18963;0;1643;2022-02-27T12:38:05.865;
1418000;903;18636;0;1555;2022-02-27T12:40:16.897;
1419000;880;18594;0;2239;2022-02-27T12:42:26.435;
1420000;885;18545;0;2032;2022-02-27T12:44:38.769;
1421000;902;18585;0;1676;2022-02-27T12:46:48.759;
1422000;889;18945;0;1804;2022-02-27T12:49:00.535;
1423000;889;18790;0;1871;2022-02-27T12:51:13.901;
1424000;867;18584;0;2217;2022-02-27T12:53:25.189;
1425000;891;18604;0;1763;2022-02-27T12:55:34.523;
1426000;907;18720;0;1376;2022-02-27T12:57:46.185;
