totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
918000;361;12892;12252;9112;2022-04-22T23:07:57.629;
919000;356;12794;12150;10240;2022-04-22T23:10:22.463;
920000;379;13127;12506;9176;2022-04-22T23:12:51.235;
921000;359;13083;12443;9498;2022-04-22T23:15:17.524;
922000;352;12512;11863;9662;2022-04-22T23:17:39.517;
923000;345;12699;12044;9271;2022-04-22T23:20:03.523;
924000;374;12961;12335;9395;2022-04-22T23:22:29.805;
925000;356;12829;12186;9868;2022-04-22T23:24:54.200;
926000;348;12708;12056;9963;2022-04-22T23:27:16.521;
927000;368;12902;12270;8410;2022-04-22T23:29:41.136;
928000;337;13140;12476;8886;2022-04-22T23:32:10.037;
929000;367;13056;12423;9241;2022-04-22T23:34:36.179;
930000;371;12983;12355;9213;2022-04-22T23:37:03.997;
931000;338;12759;12097;10062;2022-04-22T23:39:28.056;
932000;344;12905;12248;10210;2022-04-22T23:41:53.925;
933000;348;12807;12156;9327;2022-04-22T23:44:15.853;
934000;366;13157;12522;9570;2022-04-22T23:46:43.619;
935000;345;13027;12372;9357;2022-04-22T23:49:11.307;
936000;363;12871;12235;9284;2022-04-22T23:51:36.892;
937000;344;12730;12073;10331;2022-04-22T23:54:02.606;
938000;358;12720;12078;9887;2022-04-22T23:56:28.019;
939000;360;13111;12471;9461;2022-04-22T23:58:58.777;
940000;367;12686;12053;9955;2022-04-23T00:01:24.407;
941000;352;12927;12279;9551;2022-04-23T00:03:51.984;
942000;360;13012;12372;9059;2022-04-23T00:06:19.870;
943000;325;12660;11986;10304;2022-04-23T00:08:43.493;
